label,text,pred,probability
0,"She further adds, ""Reintegration/Inpainting the areas of loss depends on many factors.",0,"tensor([[3.6774, 0.0000]], device='cuda:0')"
1,"Sarah, mark your calendars for meeting next thursday!",1,"tensor([[0.3304, 3.8718]], device='cuda:0')"
1,"Talk to Robert Jones in HR and Mark Taylor in legal to make sure we understand my committment and that it doesn't conflict with any Enron policy, etc.",1,"tensor([[0.0041, 3.6820]], device='cuda:0')"
0,"Together, the new soundbars pack all the latest high-performance connectivity options, including HDMI input and output with ARC.",0,"tensor([[3.9376, 0.4749]], device='cuda:0')"
0,"Instead, they continued to enjoy cheap spectrum allocated through subscriber-based criteria even as they parked the dispute over AGR with the courts.",0,"tensor([[3.9635, 0.0000]], device='cuda:0')"
1,"Next week, let us stay ontop of this issue, for it has significant impact on our business.",1,"tensor([[0.7226, 3.3832]], device='cuda:0')"
0,Leo: A relationship suddenly changes for the better (this is very surprising).,0,"tensor([[4.1247, 0.0000]], device='cuda:0')"
0,"Last night, I felt that I am sleeping in a battlefield.
NORMAL	Despite the Supreme Court order, the administration was basically a mute spectator last night, environment activist Subhash Dutta said.",0,"tensor([[4.2697, 0.0000]], device='cuda:0')"
0,"Rampant bursting of firecrackers was also reported from Thakurpukur, Sarsuna, Burrabazar, Posta, Jorasanko, Jorabagan, Shyampukur, Patuli, Parnashree, Tala, Gariahat, New Alipore, Regent Park, Kasba and Shakespeare Sarani areas.",0,"tensor([[3.9313, 0.0000]], device='cuda:0')"
1,Please pick up your tickets from Patti Walsh at EB2015a.,1,"tensor([[0.0000, 3.8143]], device='cuda:0')"
1,Please send to Tammie by close of play tomorrow.,1,"tensor([[0.0000, 4.2243]], device='cuda:0')"
0,"So, what can be done is that leave growth, and focus on things that will reflect success for our society - that is to see that the most disadvantaged members of the society are doing better.",0,"tensor([[4.0181, 0.0000]], device='cuda:0')"
1,Extend brand to intuitive interactive model and send to me by this Monday.,1,"tensor([[0.0000, 4.1489]], device='cuda:0')"
1,"Carrie, recheck to confirm the deals values in the attached file are incorrect.",1,"tensor([[0.0329, 3.9115]], device='cuda:0')"
0,"Kannada actors Arun Gowda, BV Aishwarya and a few others were seen chiding a family for not standing up for the national anthem.",0,"tensor([[4.4651, 0.0000]], device='cuda:0')"
0,"As we inch towards 5G in a couple of years, connectivity will improve manifold and allow for more customers.",0,"tensor([[3.7645, 0.0000]], device='cuda:0')"
0,Excerpts: You think that with this award the direction that the Nobel Academy has taken is to put the conversation towards issues that are affecting us right now?,0,"tensor([[3.7309, 0.0000]], device='cuda:0')"
1,Please let Donna and myself know how to proceed with the ones in red.,1,"tensor([[0.0000, 3.6009]], device='cuda:0')"
0,"Facebook, Twitter, Alphabet Inc.'s Google and other tech and advertising companies last fall pledged to commit to policies that prevent advertising around disinformation and to prioritise authentic information, among other efforts.",0,"tensor([[3.8152, 0.0217]], device='cuda:0')"
0,"Scindia had recently slammed Nath's government over the 'dismal' implementation of the farm loan waiver scheme, while Singh had uploaded on Twitter pictures of stray cattle blocking the Indore-Bhopal highway to point out the lack of a proper cow conservation policy in the state.",0,"tensor([[3.5684, 0.0000]], device='cuda:0')"
0,"After post-mortem, the body was handed over to his parents who buried him in a heart-wrenching funeral conducted by the local parish priest at a nearby graveyard.",0,"tensor([[4.1257, 0.0000]], device='cuda:0')"
0,"If all goes well for Naseem Shah, the 16-year-old could become the youngest cricketer to play a Test Down Under during Pakistan's tour of Australia which starts 3 November with a three-match T20I series.",0,"tensor([[3.7940, 0.0000]], device='cuda:0')"
1,Kay tell Brett and the Elektrobolt team the terms.,1,"tensor([[0.6465, 3.2856]], device='cuda:0')"
0,"Nor is it quite correct to look at BSNL's low debt as a sign of it being healthy relative to the private sector; if BSNL's debt is low, it is because it has comparatively little capex and spectrum.",0,"tensor([[3.9888, 0.0000]], device='cuda:0')"
0,A four-year-old girl died of suspected dengue during early hours of Tuesday.,0,"tensor([[4.1440, 0.0000]], device='cuda:0')"
0,An optical input is provided for use with other devices without HDMI connections.,0,"tensor([[3.5102, 0.7128]], device='cuda:0')"
1,"Angela, please pick the 29th or 30th based on JLG's schedule and send to Tracy about the schedule.",1,"tensor([[0.0000, 4.0442]], device='cuda:0')"
1,"please check into this and make sure they post it ASAP, especially since our time frame is quite tight.",1,"tensor([[0.0000, 4.1194]], device='cuda:0')"
1,"TJ, Please provide me with the latest hard copy tonight so can have one final meeting with my direct reports to get final confirmation for East Power seating.",1,"tensor([[0.0000, 3.8842]], device='cuda:0')"
1,Please let me know once we have understood your intent correctly.,1,"tensor([[0.0000, 3.9962]], device='cuda:0')"
1,Bring bottle of bubbly sparkling cider because we have some special month!,0,"tensor([[3.2946, 0.5291]], device='cuda:0')"
1,Please plan to attend and let me know which conference room to gather as soon as it has been assigned.,1,"tensor([[0.0000, 3.7582]], device='cuda:0')"
0,"On the 2020 Olympics in Tokyo, he said it was just 10 months away and one cannot create a champion overnight.",0,"tensor([[3.7562, 0.0000]], device='cuda:0')"
1,Allen Please authorize the following products for app,1,"tensor([[0.0000, 3.7511]], device='cuda:0')"
1,"Victor, please move the daily volumes to deal 149778.",1,"tensor([[0.0000, 3.8000]], device='cuda:0')"
0,"Asked about the high pollution level, Rudra said, ""Until and unless we compile and analyse the data, it is hard to say, whether this year the situation was worst.""",0,"tensor([[4.4739, 0.0000]], device='cuda:0')"
1,please review the Ariz air rules at definition of major source esp subsec to avoid new source review.,1,"tensor([[0.0000, 3.8545]], device='cuda:0')"
1,"Robert, let's deliver 1,000 day to Cove Point off CGAS for May.",1,"tensor([[0.0000, 3.7896]], device='cuda:0')"
1,Jeff Please check and confirm that this schedule works for entire team to participate in the debate.,1,"tensor([[0.0000, 3.8550]], device='cuda:0')"
1,Please include in your written request the mid number or map of the proposed location where you will be requesting to install compression.,1,"tensor([[0.0000, 3.9343]], device='cuda:0')"
1,Please summarize and hand out to traders.,1,"tensor([[0.0000, 3.7282]], device='cuda:0')"
1,Please assist sales and marketing in follow-up of payments.,1,"tensor([[0.0000, 3.7978]], device='cuda:0')"
1,Have your people fill in the columns highlighted in yellow.,1,"tensor([[0.3573, 3.6915]], device='cuda:0')"
0,I think it is partly because of the perception that economics is just about growth and finance.,0,"tensor([[3.8048, 0.0000]], device='cuda:0')"
1,"Thanks Angie, please send any CNG EBB postings pertaining to Appalachian production to John, Jim, Heidi, Scott, Dick and myself.",1,"tensor([[0.0000, 4.0786]], device='cuda:0')"
0,"According to some party leaders, alliance with JD(S) was a mistake as many of the Congress leaders shifted to BJP after this and the coalition government was also not successful.",0,"tensor([[3.6435, 0.0000]], device='cuda:0')"
1,Please keep me informed of your plan and progress in handling this matter everyday and update to team as well.,1,"tensor([[0.0000, 3.9948]], device='cuda:0')"
0,"The day is celebrated with the exchange of gifts, feeding each other sweets, indulging in lavish meals and enjoying the company of the family!",0,"tensor([[3.8835, 0.0000]], device='cuda:0')"
1,Please adjust the deals in Sitara to reflect this change.,1,"tensor([[0.0000, 3.4282]], device='cuda:0')"
1,Please review this and let me know how can we live with these warranty provisions.,1,"tensor([[0.0000, 3.9190]], device='cuda:0')"
1,"as you are selected in a team tournament we request you to enter as an individual and please contact one of the following by Monday, May 8th.",1,"tensor([[0.0000, 3.5610]], device='cuda:0')"
0,"Security was stepped up in Kashmir on Wednesday following the terror attack in Kulgam district in which five labourers from West Bengal were killed, even as a complete shutdown disrupted normal life across the valley, officials said.",0,"tensor([[3.9185, 0.0000]], device='cuda:0')"
0,"Other major gainers were Tata Steel, Yes bank, Axis Bank, Maruti Suzuki, Tech Mahindra and TCS -- rising as much as 7.09 percent.",0,"tensor([[3.5765, 0.0000]], device='cuda:0')"
0,"According to officials, the customer can enjoy the service without any kind of surge charges.",0,"tensor([[3.4423, 0.3957]], device='cuda:0')"
1,Get bunch of blue balloons ocean to put around pirate ships.,1,"tensor([[1.5772, 2.1529]], device='cuda:0')"
0,"Gupta, who gave the hospital a surprise visit on Monday evening, said on Tuesday that apart from keeping comprehensive records, an inspector-ranked officer would be deputed at RIMS for the security.",0,"tensor([[4.1222, 0.0000]], device='cuda:0')"
0,It is win-win for both.,0,"tensor([[3.7645, 0.1607]], device='cuda:0')"
1,"Also, please advise of the results of the conference call which you had with am working on the assignment and assumption agreement.",1,"tensor([[0.0000, 4.4660]], device='cuda:0')"
0,"Put that way, the argument is a sound one: why is writing off private sector debt okay, but a bailout for the public sector problematic?",0,"tensor([[4.2917, 0.0000]], device='cuda:0')"
1,Review it and send me the changes.,1,"tensor([[0.0000, 4.1779]], device='cuda:0')"
0,"Interestingly, Mr Kakade's statement has come barely a few days after the reports of Sena MLAs insisting on equal power-sharing.",0,"tensor([[4.0421, 0.0000]], device='cuda:0')"
1,Take look at it when you get chance.,1,"tensor([[1.3944, 2.6947]], device='cuda:0')"
0,"The homegrown auto major on Friday reported a consolidated net loss of Rs 187.7 crore for the quarter ended September 30, against a loss of Rs 1,009.49",0,"tensor([[4.2039, 0.0000]], device='cuda:0')"
0,The court said the counter-affidavit to be filed by November 21 should have details on the number of permissions granted and the list of contractors and entities who were accorded permission to dig borewells and tubewells and list of unused and abandoned borewells and tubewells as well as the penal action taken against the violators.,0,"tensor([[3.6021, 0.1762]], device='cuda:0')"
1,Please provide the requested information as mentioned by the end of the day.,1,"tensor([[0.0000, 3.7389]], device='cuda:0')"
0,"On the noise front too, there did not seem to be any relief despite officials of state Pollution Control Board (PCB) claiming that the sound pollution level in the city was ""much lower"" as compared to the previous year.",0,"tensor([[3.8624, 0.0000]], device='cuda:0')"
0,The EU MPs are the first high-level foreign delegation to Kashmir since August 5.,0,"tensor([[4.5100, 0.0224]], device='cuda:0')"
0,"If it is not renewed, and then used for 4G services, BSNL-MTNL's 4G spectrum will be much less than that with rivals like RJio, Bharti Airtel, and Vodafone-Idea.",0,"tensor([[3.9522, 0.0000]], device='cuda:0')"
0,"Rumour says that DK Shivakumar is eyeing for the presidential post of Karnataka Pradesh Congress Committee (KPCC), which is currently held by Dinesh Gundurao.",0,"tensor([[4.5482, 0.0000]], device='cuda:0')"
0,The applicants (DK Shivakumar's wife Usha Shivakumar and mother Gowramma) said that the amended petition could only be filed after they receive the fresh summons.,0,"tensor([[3.7017, 0.0000]], device='cuda:0')"
0,"The EU responded to Johnson's letter saying the written procedure can now be go ahead for the so-called ""Brexit flextension"", which means the U.K. could leave earlier than January 2020 once a deal has been ratified.",0,"tensor([[3.6946, 0.4133]], device='cuda:0')"
1,Get with Kay Mann to see if Kilpatrick can get copy of the deal Dynegy negotiated for their project.,1,"tensor([[0.0609, 3.9738]], device='cuda:0')"
1,Stop supplying electricity as the latter continued to default on payments.,1,"tensor([[1.1693, 2.5717]], device='cuda:0')"
0,Some work has already been done on making such services available.,0,"tensor([[3.6596, 0.0000]], device='cuda:0')"
0,Data as oil or water is a raging debate across the world.,0,"tensor([[4.1990, 0.0000]], device='cuda:0')"
1,Please assist Philip in audit activities to complete the task ASAP.,1,"tensor([[0.0000, 3.9256]], device='cuda:0')"
1,"As a priority, please resolve outstanding issues on client accounts.",1,"tensor([[0.0000, 3.6743]], device='cuda:0')"
0,"I aim to make an impression with my speed and swing if given a chance in the Tests against Australia, Shah said .",0,"tensor([[4.2207, 0.0000]], device='cuda:0')"
1,Check and let us know the correct process which we are using is correct or not.,1,"tensor([[0.0000, 4.2415]], device='cuda:0')"
1,Just let me know what time is ideal and will schedule it with Erik.,1,"tensor([[0.0000, 3.9596]], device='cuda:0')"
0,"Dr Thomas Breuer, Chief Medical Officer of GSK Vaccines, said: ""These results demonstrate that for the first time in almost a century, the global community potentially has a new tool to help provide protection against TB.",0,"tensor([[3.7024, 0.0000]], device='cuda:0')"
1,bend them back as far as possible with as much pressure pushing down on them as possible.,0,"tensor([[2.5401, 1.6054]], device='cuda:0')"
1,"Karen, please provide Louise and John with copies of the resumes Kevin's group selected for the summer interns.",1,"tensor([[0.0000, 4.3563]], device='cuda:0')"
0,Art Conservation Consultant S Girikumar of the Maharana of Mewar Charitable Foundation (MMCF) recalls that the space was constrictive and therefore allowed minimal alteration.,0,"tensor([[3.6582, 0.0000]], device='cuda:0')"
1,"Hi Nancy, Lisa Mellencamp's time is being consumed by special project, so I need you to work on this PPA.",1,"tensor([[0.0000, 3.5623]], device='cuda:0')"
0,Normal life remained affected across the Kashmir valley for the 87th day on Wednesday following the abrogation of Article 370.,0,"tensor([[3.8676, 0.0000]], device='cuda:0')"
0,"We have been asked to give a second opinion.
NORMAL	We are yet to conduct autopsy, said Dr Harish Pathak, head of forensics at KEM.",0,"tensor([[3.8437, 0.0000]], device='cuda:0')"
1,Please email your cost estimates when complete.,1,"tensor([[0.0000, 3.8407]], device='cuda:0')"
0,"New Delhi [India], Oct 30 (ANI): The air quality in New Delhi continues to deteriorate and slip into the 'severe' category in several places across the city.",0,"tensor([[4.1644, 0.0000]], device='cuda:0')"
1,"Kay, complete this break out contract thing as soon as possible.",1,"tensor([[0.0000, 3.8359]], device='cuda:0')"
0,Research suggests that there's far more to the weight-loss equation than just cardio.,0,"tensor([[4.1927, 0.0000]], device='cuda:0')"
0,Be careful about being well prepared for a very busy time ahead.,0,"tensor([[3.0956, 0.8253]], device='cuda:0')"
1,Please advise status of GEIOC signature on Consolidation Agreement and specify the changes you did.,1,"tensor([[0.0000, 4.1110]], device='cuda:0')"
1,Please confirm that the latest round of Order 637 filings begins on page of that attachment once you receive the data from client.,1,"tensor([[0.0000, 4.0425]], device='cuda:0')"
1,"Kevin, Let me know your availability and whoever else you think needs to interview him and can setup phone interviews.",1,"tensor([[0.0000, 3.8964]], device='cuda:0')"
0,The Supreme Court's ruling on Adjusted Gross Revenue has plunged the telecom sector into a severe financial crisis.,0,"tensor([[3.9853, 0.0000]], device='cuda:0')"
1,"If you have any problems or questions, please feel free to call me at Thank you, Lorie Leigh Suzanne, Please schedule this week's conference call for 9.30am on Wednesday, and Shoemaker.",1,"tensor([[0.0000, 4.0668]], device='cuda:0')"
1,Please pass along information to Logistics person that nominates on particular pipe.,1,"tensor([[0.0000, 4.0647]], device='cuda:0')"
1,Please check on the actual storage capacity volume on FSS contract 63304.,1,"tensor([[0.0000, 3.9587]], device='cuda:0')"
1,"Go ahead and release the assets, 100 recallable, for three years.",1,"tensor([[0.0297, 4.0664]], device='cuda:0')"
0,The government has detained former chief minister and sitting Lok Sabha MP from Srinagar Farooq Abdullah under the controversial Public Safety Act.,0,"tensor([[3.8802, 0.0000]], device='cuda:0')"
0,TB is the leading cause of death through infectious disease worldwide and represents a significant public health threat with 1.5 million attributed deaths in 2018.,0,"tensor([[3.9752, 0.0000]], device='cuda:0')"
0,"On the other hand, Bharti Airtel, Kotak Bank, PowerGrid and SBI fell up to 3.41 percent.",0,"tensor([[3.8031, 0.0000]], device='cuda:0')"
1,"Please take this extended opportunity to nominate that special individual who is your everyday hero and role model who exemplifies Enron's core values of Respect, Integrity, Communication and Excellence.",1,"tensor([[0.6275, 2.8630]], device='cuda:0')"
0,"Since 2018, Australia has maintained a win percentage of 59 in 20-overs cricket, which is higher than their overall win percentage of 52.",0,"tensor([[3.8926, 0.0000]], device='cuda:0')"
0,Spookstrom cocktail is wonderfully green and murky.,0,"tensor([[3.7458, 0.0000]], device='cuda:0')"
0,The fibrous nature of these tissues helps to merge with the original paper support and also give it the required structural stability.,0,"tensor([[3.8541, 0.0000]], device='cuda:0')"
1,"Enerson, make sure you check with Patrice for this exact number so Chuck can send the invoice.",1,"tensor([[0.0000, 3.2642]], device='cuda:0')"
1,Allen Please authorize the following products for approval.,1,"tensor([[0.0000, 4.0098]], device='cuda:0')"
0,Memories of the festival with her dad and siblings remain fresh in her mind.,0,"tensor([[4.2701, 0.0000]], device='cuda:0')"
1,Please let me know if you can meet tomorrow afternoon around Everyone else is more than welcome to attend.,1,"tensor([[0.0000, 4.0660]], device='cuda:0')"
0,The most recent day-night Test took place in January this year between Australia and Sri Lanka in Brisbane.,0,"tensor([[3.8837, 0.0000]], device='cuda:0')"
1,Please check with your team and coordinate with Account Managers and Sales Executives to achieve sales objectives.,1,"tensor([[0.0000, 3.6239]], device='cuda:0')"
0,"Besides strong earnings from bluechip companies, market is abuzz on optimism over US-China trade deal and the European Union extending Brexit deadline to 31 January 2020, traders said.",0,"tensor([[3.9524, 0.0000]], device='cuda:0')"
0,"Using the steam pencil to detach the piece was tricky, as the water vapour could affect the pigments.",0,"tensor([[4.0639, 0.0000]], device='cuda:0')"
0,"There is so much uncertainty in Kashmir.
NORMAL	There was stone-pelting in the old city, and we had to walk several kilometres to reach the exam venue, said Sajad Ahmad, a parent outside Srinagar's SP Model Higher Secondary.",0,"tensor([[4.7633, 0.0000]], device='cuda:0')"
1,Please collect all the percentages in the spreadsheet from last month.,1,"tensor([[0.0000, 3.7649]], device='cuda:0')"
1,Please manage bank deposit and cash disbursement activities without any errors.,1,"tensor([[0.0505, 3.9673]], device='cuda:0')"
1,"Please make any other changes that may be needed regarding employees, titles, etc.",1,"tensor([[0.0000, 4.0532]], device='cuda:0')"
0,The Sena has demanded a written assurance from the BJP for implementing 'equal formula for sharing of power' before holding talks to form the next government in the state.,0,"tensor([[4.3574, 0.0000]], device='cuda:0')"
0,Liberal Democrats leader Jo Swinson's party is pushing for an earlier date because it would not leave the government enough time to get any legislation through because the U.K. Parliament must be dissolved 25 days ahead of any election.,0,"tensor([[4.2177, 0.0000]], device='cuda:0')"
0,"Even now, the figures stand at a mere 5% for every 100 tickets booked with us.",0,"tensor([[3.7333, 0.0000]], device='cuda:0')"
1,"Murelio, select some of the best new products in the industry and present them to you in our Product Showcase.",1,"tensor([[0.2180, 3.2592]], device='cuda:0')"
0,"Ever since the BJP's tally fell in the recently-held assembly polls, results for which were announced on October 24, the Sena raised its pitch for a rotational chief ministership between the two parties for a period of 2.5 years.Sena MLAs last week demanded that Thackeray's son Aaditya, a first-time legislator, be made the chief minister.",0,"tensor([[4.1235, 0.0000]], device='cuda:0')"
1,Put your initials at the end of the note everytime so we know who made it.,1,"tensor([[0.0000, 4.3511]], device='cuda:0')"
1,"Please let me know that you received this email, so that we can assign the next task.",1,"tensor([[0.0000, 4.1570]], device='cuda:0')"
1,Let's set GOAL to have the first totally pathed and tracked and balanced and bridged back and clean by close of business the 19th.,0,"tensor([[2.7122, 1.3902]], device='cuda:0')"
1,please utilize me as resource for any PowerPoint presentations and data gathering that you may need done.,1,"tensor([[0.0000, 4.2200]], device='cuda:0')"
0,How has slumped growth during the first half of the year affected the ticketing industry?,0,"tensor([[3.6571, 0.0000]], device='cuda:0')"
0,The costs don't stop here.,0,"tensor([[3.7692, 0.1536]], device='cuda:0')"
0,A court case should be avoided.,0,"tensor([[3.7537, 0.3897]], device='cuda:0')"
0,Give us an insight into travel insurance and where it stands at the moment.,0,"tensor([[2.2657, 1.3940]], device='cuda:0')"
1,Please check and give me call so we can discuss what the next step needs to be.,1,"tensor([[0.0000, 3.9740]], device='cuda:0')"
0,The storage units have been customised and designed according to both the size of the paintings and the available space in storage areas.,0,"tensor([[4.0133, 0.0000]], device='cuda:0')"
1,"Please provide copy to your boss and with good recommendation, so that we can schedule the meeting this week.",1,"tensor([[0.0000, 4.1513]], device='cuda:0')"
0,"Here is the predicted starting XI     Predicted starting XI     Chelsea (4-2-3-1): Willy Caballero; Reece James, Kurt Zouma, Fikayo Tomori, Marcos Alonso; Jorginho, Billy Gilmour; Pedro, Mason Mount, Christian Pulisic; Oliver Giroud.",0,"tensor([[3.8127, 0.0000]], device='cuda:0')"
1,Please put on calender As most of you may know the New Albany Purchase and Sales Agreement has been executed.,1,"tensor([[0.0000, 4.0837]], device='cuda:0')"
1,Please check on the following Enron entities to determine if they also need Enron Marketing Services Inc.,1,"tensor([[0.0000, 4.2011]], device='cuda:0')"
0,"As a percentage of overall debt assets, investments in AAA-rated and sovereign papers have surged 10.3 percentage points in the past year to 38 per cent, while those in AA- and below-rated papers have reduced 9.6 percentage points to 62 per cent.",0,"tensor([[4.1793, 0.0000]], device='cuda:0')"
1,Keep in touch and let me know what day is good for you!,1,"tensor([[0.5809, 2.8337]], device='cuda:0')"
0,Downing Street has indicated that the government may be open to an earlier date than December 12 to get all Opposition parties on board.,0,"tensor([[3.8990, 0.0000]], device='cuda:0')"
0,"When they were fighting near a petrol pump, our patrolling staff noticed something unusual.",0,"tensor([[4.2852, 0.0000]], device='cuda:0')"
0,"The senior adviser also wrote that the successful US raid in Idlib was largely the result of the intelligence groundwork done by the SDF even though the Turkish offensive in northern Syria, launched on 9 October, had delayed the operation.",0,"tensor([[4.0737, 0.0000]], device='cuda:0')"
1,please begin the process of giving feedback to your employees for best resluts.,1,"tensor([[0.0000, 4.2219]], device='cuda:0')"
1,please debug mixed-signal product test specifications and let me know the patterns.,1,"tensor([[0.0000, 4.1545]], device='cuda:0')"
0,"I do hope that with this prize, people realise there are many things that economists do that is not about interest rates but changing the world.""",0,"tensor([[3.7698, 0.0000]], device='cuda:0')"
0,"The Labour Party had so far refused to back an early poll until the threat of a no-deal crashout by October end had been taken off the table, a condition which was met with the new Brexit deadline now being January 31, 2020.",0,"tensor([[3.9359, 0.0881]], device='cuda:0')"
1,"Please set up reserve for this amount in March 2001 as this will be offset by an unbudgeted market support payment to Southwest Gas Corporation in December 2001 of $142,000.",1,"tensor([[0.0000, 3.9257]], device='cuda:0')"
0,They have reportedly demanded the post of chief minister for two-and-a-half-years each.,0,"tensor([[4.1942, 0.0000]], device='cuda:0')"
0,"Hence, consuming breakfast 90 minutes before a workout, or have a small healthy snack 30 minutes before workout.",0,"tensor([[3.5995, 0.0831]], device='cuda:0')"
1,Give me call when you have chance and we can talk about different avenues we can take.,1,"tensor([[0.3149, 3.8624]], device='cuda:0')"
1,Please review for any final comments as well as you comments on allocations.,1,"tensor([[0.0000, 3.9518]], device='cuda:0')"
1,Please let me know when this has been done and will make the change asap.,1,"tensor([[0.0000, 3.8173]], device='cuda:0')"
1,Please create a new link to set up your account and add a new module.,1,"tensor([[0.0000, 3.4503]], device='cuda:0')"
0,"It is also unique in that it allows for least expansion and contraction, thereby minimising stress and damage to the paper support.",0,"tensor([[3.7791, 0.0419]], device='cuda:0')"
1,"Margaret, please verify that we are now completely paid up by Entex on this transaction.",1,"tensor([[0.0000, 4.2822]], device='cuda:0')"
0,"Sometimes, celebrations can be simple with minimal decor, a close circle of friends and a scary movie.",0,"tensor([[3.6550, 0.0000]], device='cuda:0')"
0,"While the cancer annexe block is at stage one - where paper work for the new building is on, the process of changing over to the e-Health system has begun.",0,"tensor([[4.2850, 0.0000]], device='cuda:0')"
1,"Please review and let me know if this is what you had in Jim, to be involved in the process.",1,"tensor([[0.0000, 3.8370]], device='cuda:0')"
0,The terror attack came at a time when a delegation of parliamentarians from the European Union is in Kashmir to talk to locals and ask them about their experience after abrogation of Jammu and Kashmir's special status under Article 370 of the Constitution.,0,"tensor([[4.3992, 0.0000]], device='cuda:0')"
1,"Phillip, please assign global id's to the four junior traders listed on Dawn's original email.",1,"tensor([[0.0000, 3.8421]], device='cuda:0')"
0,"Uddhav Thackeray has taken a tough stand over sharing of power.
NORMAL	He has demanded a written assurance from the BJP on the same, said party MLAs.",0,"tensor([[3.8604, 0.0000]], device='cuda:0')"
1,please call David Forster on 713 853 1861 and suggest the same changes which you told me.,1,"tensor([[0.0000, 4.1878]], device='cuda:0')"
1,"Include the project description, investors, business entity and also please provide the names and numbers of prior investigation",1,"tensor([[0.0000, 3.8410]], device='cuda:0')"
1,"Please review, and approve or reject the items in your eProcurement Inbox by logging into eProcurement at your eHRonline and Payables logon information.",1,"tensor([[0.0000, 4.0687]], device='cuda:0')"
0,"After he lost the vote on Monday evening, Mr. Johnson told the House of Commons: ""We will not allow this paralysis to continue, and one way or another we must proceed straight to an election"".",0,"tensor([[4.1199, 0.0000]], device='cuda:0')"
0,Do continue with the modified diet.,1,"tensor([[0.3144, 3.1674]], device='cuda:0')"
0,Sujith had fallen into the disused farm borewell while playing near his house in Nadukattupatti.,0,"tensor([[4.1731, 0.0000]], device='cuda:0')"
1,Adjust our purchase amount from each party based on the transport allocation.,1,"tensor([[0.0000, 3.5828]], device='cuda:0')"
0,"The alleged money laundering case was registered against DK Shivakumar by the ED in September last year, based on a complaint filed by the Income Tax department, alleging tax evasion and hawala transactions running into crores.",0,"tensor([[4.1803, 0.0000]], device='cuda:0')"
1,"Angela, make sure buy Chris's gift on Monday.",1,"tensor([[0.0000, 4.2972]], device='cuda:0')"
0,"But, have you ever wondered how you can make the day more fun?",0,"tensor([[3.9991, 0.0000]], device='cuda:0')"
0,"Not just that, Liam's home is just a stone's throw away from Cody and Miley's love nest in Malibu, California.",0,"tensor([[3.5882, 0.1626]], device='cuda:0')"
0,"The post-processing technology creates a life-like, 3D sound field that envelops you in sound - from around and above you, all without the need for separate speakers.",0,"tensor([[3.8458, 0.0000]], device='cuda:0')"
1,"William Kasemervisz, make sure your group is looking out for the new update.",1,"tensor([[0.0000, 3.5590]], device='cuda:0')"
1,Please attend meetings and and provide meeting summaries directly to Rika for internal distribution.,1,"tensor([[0.0000, 4.0516]], device='cuda:0')"
0,Visiting friends are expected very soon.,0,"tensor([[3.2752, 0.0184]], device='cuda:0')"
1,Be sure to indicate complete cardholder information.,1,"tensor([[0.1055, 4.3180]], device='cuda:0')"
0,"It (Bala"") isn't about just receding hair or baldness.",0,"tensor([[4.0455, 0.0000]], device='cuda:0')"
0,Dahibavkar belongs to the 1989 batch and was attached to the LA-3 in Worli.,0,"tensor([[3.7291, 0.0000]], device='cuda:0')"
1,Please call to discuss cash,1,"tensor([[0.0000, 3.9520]], device='cuda:0')"
0,The revenue share was to be calculated on the AGR.,0,"tensor([[2.8143, 0.5580]], device='cuda:0')"
1,Let me know where the differences are.,1,"tensor([[0.2778, 3.8071]], device='cuda:0')"
0,"It is so because the body goes into an overnight fast leaving you with an empty stomach, causing your energy levels to get depleted and affecting your overall performance.",0,"tensor([[4.2983, 0.0000]], device='cuda:0')"
0,Bursting of firecrackers above 90 decibels is banned.,0,"tensor([[3.8071, 0.0000]], device='cuda:0')"
0,The EU MPs are the first high-level foreign delegation to Kashmir after the August 5 decision of the Centre to scrap the state's special status under Article 370 and bifurcate the state into the Union Territories.,0,"tensor([[4.4995, 0.0000]], device='cuda:0')"
0,"The capital intensive and not labour-intensive nature of DCs also question the amount of employment, DL is expected to create.",0,"tensor([[4.3732, 0.0000]], device='cuda:0')"
1,"Contribute to all team effort through attaining related results for next week, so we can start new team.",1,"tensor([[0.0000, 3.9296]], device='cuda:0')"
1,Get quote on the new 2001 models.,1,"tensor([[0.0427, 3.9128]], device='cuda:0')"
0,India has clarified that the move had no bearing on the status of the LoC and it was willing to discuss that with Pakistan based on the Simla Agreement and Lahore Declaration in a bilateral manner without any third-party mediation.,0,"tensor([[3.7943, 0.0000]], device='cuda:0')"
1,Please create data mapping from multiple data sources to a single domain model and send me the report.,1,"tensor([[0.0000, 4.3533]], device='cuda:0')"
0,Short term capital gains are taxed at 15% of total gains for equity holdings less than a year.,0,"tensor([[3.6648, 0.2573]], device='cuda:0')"
0,Creating cluster instance,1,"tensor([[0.4849, 2.9975]], device='cuda:0')"
1,Please let me know the best way to correct The biggest variance problem.,1,"tensor([[0.0000, 3.9489]], device='cuda:0')"
0,The UN statement coincides with the visit of a delegation of 23 European Union MPs in Kashmir to assess the situation in the state.,0,"tensor([[4.1518, 0.0000]], device='cuda:0')"
1,please check the status on that report by tomorrow before meeting starts.,1,"tensor([[0.0000, 3.9459]], device='cuda:0')"
1,Let me know if the above fits your purpose or if you would prefer to move in another direction.,1,"tensor([[0.4123, 4.0303]], device='cuda:0')"
0,More than 300 people attended the medical camp and so far no fever case was detected at the camp.,0,"tensor([[3.7872, 0.0000]], device='cuda:0')"
